Region,sdC_over_sdY_mean,sdC_over_sdY_sd,sdI_over_sdY_mean,sdI_over_sdY_sd
East Asia & Pacific,1.2043120250944575,0.4034346270459645,4.776697268533941,1.0080597160872276
Latin America & Caribbean,1.4333594393318947,0.26481966875641066,4.315537912894268,1.1706169158852064
Sub-Saharan Africa,1.8836400758731076,1.0941595661129058,5.054239132300831,2.2234813535297038
