Region,sdC_over_sdY_mean,sdC_over_sdY_sd,sdI_over_sdY_mean,sdI_over_sdY_sd
East Asia & Pacific,1.0072875110132018,0.23556568443224454,4.1132895937163365,0.6648862145302624
Latin America & Caribbean,1.2618868728960189,0.2261029629665231,3.593319071260691,0.7974747636613455
Sub-Saharan Africa,1.7394284384647392,0.9689749707403891,4.662219894524437,2.172631672224634
