Region,sdC_over_sdY_mean,sdC_over_sdY_sd,sdI_over_sdY_mean,sdI_over_sdY_sd
East Asia & Pacific,0.9318272460830758,0.3954181312064703,3.236744078956082,1.1872929807500057
Latin America & Caribbean,1.0856280788960142,0.28263658693579125,2.5552487405479813,0.7844722290821545
Sub-Saharan Africa,1.4120685218043822,0.8080621459588917,3.8053019415739535,1.919359512601886
